代码,买入日期,3日收益%,5日收益%,10日收益%
515190,2024-02-05,24.18,14.73,18.46
515190,2024-06-24,-0.39,0.2,-3.91
515190,2024-11-15,1.15,-2.38,-1.56
515190,2024-11-26,2.66,4.03,5.83
515190,2025-01-03,0.0,-1.25,2.42
515190,2025-01-06,0.72,-0.54,4.33
515190,2025-04-07,3.64,5.1,5.46
515190,2025-04-08,4.97,5.99,5.99
515190,2025-11-19,-3.04,-2.36,-1.69
515190,2025-11-20,-1.43,-1.57,-0.75
515190,2025-11-21,1.12,2.31,2.8
515880,2020-03-18,0.53,4.2,-6.74
515880,2020-03-30,2.77,3.41,0.92
515880,2020-03-31,1.68,6.25,1.4
515880,2020-04-01,5.26,7.32,2.82
515880,2020-09-09,-1.68,-2.6,-1.85
515880,2020-09-10,2.81,2.28,0.0
515880,2020-11-02,6.99,10.81,4.47
515880,2021-01-26,-4.29,-4.39,-4.1
515880,2021-02-05,4.75,7.64,4.54
515880,2021-03-10,-2.79,0.31,-0.52
515880,2021-04-13,1.91,2.23,-0.42
515880,2021-05-10,1.35,3.04,4.05
515880,2022-01-21,-2.75,-4.55,-4.92
515880,2022-03-08,0.31,-7.86,-2.59
515880,2022-03-09,-0.63,-1.9,3.48
515880,2022-03-15,5.95,5.72,2.02
515880,2022-03-29,-0.22,-3.74,-9.02
515880,2022-04-11,-0.6,1.44,-9.74
515880,2022-04-25,1.07,5.59,7.59
515880,2022-04-26,7.34,5.71,9.92
515880,2022-08-25,1.96,-1.2,2.07
515880,2022-09-19,-0.81,-3.24,-8.68
515880,2022-10-10,6.34,8.37,8.87
515880,2022-11-28,3.23,5.02,3.11
515880,2023-04-27,-1.94,-1.16,-2.9
515880,2023-05-05,-0.3,-1.58,5.53
515880,2023-05-11,-0.2,6.97,5.27
515880,2023-05-12,2.51,7.22,7.62
515880,2023-07-21,-0.5,-1.42,2.93
515880,2023-08-10,-1.65,-2.6,-4.6
515880,2023-08-11,-2.29,-4.32,-7.93
515880,2023-10-20,-3.54,-1.47,-0.79
515880,2023-10-23,1.32,2.94,4.55
515880,2023-10-24,1.21,1.11,6.46
515880,2024-01-05,-3.44,-2.71,-0.84
515880,2024-01-08,2.04,0.0,-1.18
515880,2024-01-31,-0.47,8.72,21.4
515880,2024-03-25,-3.31,0.42,-7.37
515880,2024-11-18,2.73,-3.18,0.81
515880,2024-11-26,1.99,3.13,2.06
515880,2025-01-02,-0.61,-1.21,0.98
515880,2025-01-03,0.86,-1.87,4.84
515880,2025-01-06,2.44,-1.34,6.99
515880,2025-03-26,-1.09,-0.55,-12.96
515880,2025-03-27,-1.02,-3.14,-11.54
515880,2025-04-08,7.85,8.13,9.19
515880,2025-11-14,1.73,-3.35,5.27
510360,2016-01-04,-4.61,-7.84,-8.73
510360,2016-01-05,-1.96,-6.77,-6.28
510360,2016-01-28,3.66,4.73,7.21
510360,2016-08-01,0.51,1.43,6.65
510360,2018-02-08,-1.59,1.27,0.95
510360,2018-02-09,3.4,5.97,4.56
510360,2018-03-26,0.41,0.25,1.56
510360,2018-06-19,-0.18,-2.02,-5.26
510360,2018-06-27,-1.19,-2.28,-0.91
510360,2018-06-28,-0.46,-2.12,2.21
510360,2018-07-05,3.67,4.42,3.01
510360,2018-08-03,0.0,2.83,-2.45
510360,2018-08-06,3.91,3.63,-0.29
510360,2019-05-06,-2.03,0.0,-1.44
510360,2019-05-09,1.38,3.81,-0.17
510360,2019-08-06,0.08,1.01,4.11
510360,2019-08-07,2.44,2.02,4.46
510360,2020-03-16,-3.35,-5.23,-1.14
510360,2020-03-17,-1.31,-2.21,-0.49
510360,2020-03-18,-3.09,2.59,1.09
510360,2020-03-19,0.85,2.88,3.81
510360,2020-03-23,4.92,4.31,7.68
510360,2021-03-08,0.58,-1.05,-0.81
510360,2021-03-09,3.26,1.6,0.59
510360,2021-03-10,0.77,1.89,-1.18
510360,2021-07-27,0.97,3.59,5.97
510360,2022-01-06,-0.54,-1.13,-0.06
510360,2022-03-07,-1.39,-3.96,-2.31
510360,2022-03-08,1.21,-5.99,-0.13
510360,2022-03-09,-1.15,-1.9,0.81
510360,2022-03-15,6.38,6.23,3.01
510360,2022-04-21,-5.52,-2.15,-1.79
510360,2022-09-05,0.42,2.24,-2.31
510360,2022-09-22,0.29,-1.09,-2.99
510360,2022-09-30,-0.52,0.74,-1.7
510360,2022-10-10,0.76,3.03,-2.19
510360,2022-10-24,0.08,-3.71,3.25
510360,2023-05-26,-1.17,0.51,-0.07
510360,2023-09-21,0.68,0.53,-0.08
510360,2023-10-23,1.27,3.26,4.69
510360,2024-06-12,-0.08,-0.08,-1.4
510360,2024-07-08,2.16,2.56,3.93
510360,2024-08-06,-0.4,-0.32,-0.32
510360,2024-08-07,-0.4,-0.97,-0.49
510360,2024-09-13,1.45,6.14,39.3
510360,2025-01-03,0.21,-1.0,0.93
510360,2025-01-06,0.29,-1.28,1.5
510360,2025-01-13,2.1,2.82,2.75
510360,2025-04-07,4.51,5.12,5.79
510360,2025-11-24,1.36,2.84,3.61
512760,2019-08-07,6.0,5.61,14.89
512760,2019-10-18,1.29,2.1,5.81
512760,2020-03-09,3.39,-1.75,-8.01
512760,2020-03-30,8.36,9.41,4.76
512760,2020-03-31,6.88,10.96,6.06
512760,2020-05-22,-2.06,-3.14,3.53
512760,2020-05-25,-1.3,3.39,4.09
512760,2020-06-15,2.77,8.61,12.57
512760,2020-08-12,3.03,-1.2,-7.73
512760,2020-08-21,-4.53,-0.91,-1.32
512760,2020-09-10,5.54,7.42,5.26
512760,2021-01-28,-0.16,-4.06,0.64
512760,2021-01-29,-1.87,-4.47,2.11
512760,2021-02-05,5.28,6.89,0.6
512760,2021-03-08,-2.56,-7.85,-6.26
512760,2021-03-09,1.3,-3.35,-0.84
512760,2021-03-10,-2.52,-0.75,-2.89
512760,2021-03-16,2.12,2.6,3.56
512760,2021-05-10,1.75,5.06,5.99
512760,2021-08-10,-2.36,-6.1,1.74
512760,2021-08-18,6.22,7.34,0.79
512760,2021-09-03,0.96,4.51,-2.66
512760,2021-10-12,6.29,5.12,6.36
512760,2021-12-20,2.01,1.27,0.67
512760,2022-01-06,-4.4,-4.61,-2.65
512760,2022-01-07,-1.76,-2.05,-3.39
512760,2022-01-10,-2.43,1.43,-0.5
512760,2022-01-11,1.39,4.6,-0.88
512760,2022-03-29,-0.42,-5.69,-10.19
512760,2022-04-07,-4.59,-4.77,-6.84
512760,2022-04-21,-12.37,-7.54,-3.67
512760,2022-04-25,2.46,6.96,11.99
512760,2022-04-26,9.48,7.17,14.99
512760,2022-07-13,0.94,1.41,0.38
512760,2022-08-25,-0.83,-3.03,-0.37
512760,2022-08-26,-0.47,-0.19,0.84
512760,2022-09-19,-3.05,-5.32,-14.88
512760,2022-09-20,-5.05,-2.97,-15.45
512760,2022-09-21,-2.93,-3.74,-10.61
512760,2022-09-22,-0.41,-2.95,-10.37
512760,2022-09-23,-0.63,-2.92,-5.63
512760,2022-10-11,5.97,7.49,9.25
512760,2022-12-23,2.61,1.74,3.92
512760,2023-04-26,-0.93,-1.87,-4.76
512760,2023-06-26,-0.98,0.29,0.1
512760,2023-06-27,-0.1,2.76,2.86
512760,2023-07-24,-0.1,1.92,1.42
512760,2023-08-15,-2.56,-2.35,-0.75
512760,2023-08-16,-1.74,-2.73,3.93
512760,2023-09-20,0.89,0.0,4.88
512760,2023-09-21,0.22,1.56,5.01
512760,2023-12-26,4.06,0.35,-7.19
512760,2024-01-05,-4.65,-5.01,-5.48
512760,2024-01-08,0.25,-1.11,-5.93
512760,2024-01-09,-1.48,-1.11,-4.57
512760,2024-01-10,0.13,-2.63,-3.88
512760,2024-01-30,-5.23,0.42,7.91
512760,2024-01-31,-3.77,5.51,12.32
512760,2024-04-08,-1.58,0.79,-2.23
512760,2024-07-25,0.25,4.56,-2.96
512760,2024-08-26,-0.27,-0.54,-2.95
512760,2024-09-09,-0.55,-2.77,0.97
512760,2024-11-18,3.45,-2.18,2.36
512760,2024-11-26,4.96,3.84,4.21
512760,2025-01-06,4.7,3.74,7.19
512760,2025-04-07,7.07,11.84,11.84
512760,2025-11-04,1.56,-0.69,-2.18
512760,2025-11-21,3.27,4.84,6.2
510810,2017-03-10,0.45,-0.23,0.56
510810,2017-12-08,0.89,-0.67,-1.11
510810,2018-03-26,-0.24,0.12,0.71
510810,2018-04-17,-0.74,1.11,2.22
510810,2018-06-19,-1.88,-3.5,-6.26
510810,2018-06-20,-0.63,-2.92,-5.33
510810,2018-06-21,-1.28,-2.82,-4.87
510810,2018-06-27,-1.44,-2.48,-1.7
510810,2019-04-26,-5.55,-5.66,-3.06
510810,2019-08-07,1.09,0.36,3.65
510810,2019-09-26,-0.72,0.24,1.91
510810,2019-11-13,-0.12,-0.49,0.25
510810,2019-11-14,0.86,-0.37,-0.49
510810,2020-01-23,-7.65,-6.79,-5.43
510810,2020-02-03,4.58,5.55,9.15
510810,2020-03-18,-6.42,-0.42,-2.79
510810,2020-07-27,2.7,5.53,6.76
510810,2020-09-04,-2.22,-2.93,0.47
510810,2020-09-07,-2.01,-1.78,1.07
510810,2020-12-10,-0.35,0.23,-2.68
510810,2020-12-11,0.59,1.06,-1.53
510810,2021-04-12,-0.5,2.48,-0.62
510810,2021-07-27,-2.42,0.0,2.02
510810,2021-07-28,1.37,1.64,3.69
510810,2021-07-29,2.2,2.06,4.81
510810,2021-07-30,2.48,2.07,4.83
510810,2022-03-09,-1.22,-2.99,1.36
510810,2022-04-25,-0.15,5.31,3.83
510810,2022-04-26,4.97,3.77,7.98
510810,2022-09-30,0.15,1.49,0.15
510810,2022-10-10,0.9,2.71,-2.26
510810,2023-08-22,-1.49,1.49,-0.14
510810,2023-08-23,1.79,1.79,2.07
510810,2023-10-23,2.36,2.95,4.13
510810,2023-12-06,0.0,0.15,-2.53
510810,2023-12-20,-0.46,-1.07,0.61
510810,2024-08-22,-0.46,-1.08,0.15
510810,2025-01-03,-0.99,-3.09,-1.23
510810,2025-01-06,-1.24,-3.72,-0.5
510810,2025-11-21,2.01,1.9,2.23
515010,2020-02-04,4.23,5.43,11.94
515010,2020-02-05,3.85,5.46,10.71
515010,2020-03-16,-1.51,-4.42,-3.11
515010,2020-03-23,2.0,1.37,3.26
515010,2020-07-28,4.68,6.58,3.73
515010,2020-09-07,-2.48,-2.01,2.25
515010,2021-02-01,-3.51,-4.06,-1.83
515010,2021-03-10,-0.35,0.09,2.2
515010,2021-06-16,1.35,1.52,3.7
515010,2021-07-05,0.86,3.43,3.0
515010,2021-07-28,2.94,3.37,4.75
515010,2021-09-16,1.81,-2.18,-1.81
515010,2022-01-07,0.31,-2.81,-0.86
515010,2022-01-25,-0.65,1.22,-2.52
515010,2022-02-28,0.61,-3.22,-7.57
515010,2022-03-08,-1.19,-5.23,-1.1
515010,2022-03-09,0.28,2.74,1.7
515010,2022-03-10,-2.18,2.84,1.04
515010,2022-04-20,-2.9,-6.27,-7.72
515010,2022-04-25,-5.67,-2.78,-3.28
515010,2022-04-26,3.44,-0.52,2.19
515010,2022-04-28,0.42,2.0,2.95
515010,2022-08-02,2.95,2.64,6.4
515010,2022-08-03,3.47,2.86,9.09
515010,2022-09-19,-0.51,-2.77,-6.05
515010,2022-09-20,-0.51,-1.85,-5.23
515010,2022-09-21,-2.37,-3.19,-2.88
515010,2022-09-22,-1.44,-4.22,-3.3
515010,2022-09-23,-2.99,-4.43,-1.44
515010,2023-03-10,0.1,0.88,1.57
515010,2023-06-26,0.61,3.67,3.67
515010,2023-10-10,-0.28,0.94,0.94
515010,2023-12-18,-3.04,-3.8,-3.14
515010,2023-12-25,1.88,0.69,-2.96
515010,2023-12-26,3.1,2.1,-2.4
515010,2024-01-09,-0.41,0.51,-1.43
515010,2024-02-05,7.58,7.58,11.21
515010,2024-07-02,-1.56,-2.23,-0.11
515010,2024-08-21,-0.54,-1.31,-0.33
515010,2025-01-03,0.0,-2.04,1.55
515010,2025-01-06,-0.41,-1.63,2.21
515010,2025-01-10,3.5,3.67,5.75
515010,2025-09-03,-0.42,-0.77,1.18
512400,2017-11-15,-1.9,-1.57,1.34
512400,2017-11-16,-1.36,-1.13,1.47
512400,2017-11-17,1.38,3.0,3.11
512400,2018-02-01,-2.15,-3.39,0.9
512400,2018-02-08,-0.35,4.45,5.15
512400,2018-02-09,6.42,11.11,10.25
512400,2018-05-30,-0.51,2.27,-0.13
512400,2018-06-19,-1.1,-1.38,-2.21
512400,2018-06-21,1.42,0.14,-3.69
512400,2018-07-05,4.42,4.72,2.65
512400,2018-08-02,-3.67,-3.23,-6.6
512400,2018-08-03,-3.73,-1.49,-6.56
512400,2018-08-06,2.48,2.95,-1.09
512400,2018-08-17,1.75,1.75,0.8
512400,2018-09-10,1.66,-0.17,5.32
512400,2018-10-17,4.03,2.75,5.68
512400,2018-10-18,4.94,6.65,9.89
512400,2018-12-21,-1.63,-1.81,0.72
512400,2019-01-31,6.06,8.71,14.39
512400,2019-03-27,6.88,9.02,6.27
512400,2019-03-28,10.2,11.59,6.49
512400,2019-04-29,-5.55,-6.04,0.49
512400,2019-09-30,1.29,1.13,-3.72
512400,2019-10-08,0.97,-0.65,-2.92
512400,2020-02-03,6.56,10.4,20.96
512400,2020-02-04,3.29,7.52,18.97
512400,2020-03-12,-7.63,-10.18,-7.34
512400,2020-03-13,-7.49,-6.57,-6.12
512400,2020-03-16,-4.0,-6.56,-4.16
512400,2020-03-17,-0.97,-0.81,-1.78
512400,2020-03-18,-3.47,3.64,1.98
512400,2020-03-19,2.0,3.17,3.67
512400,2020-05-25,3.2,5.76,5.92
512400,2020-07-17,6.99,3.1,7.89
512400,2020-08-12,3.57,4.43,-1.48
512400,2020-09-24,0.27,2.53,3.6
512400,2020-09-25,-0.67,5.33,4.13
512400,2021-03-08,5.08,3.93,-0.1
512400,2021-03-10,5.24,3.3,-7.09
512400,2021-06-17,2.0,3.14,3.24
512400,2021-09-29,3.18,1.44,7.42
512400,2022-03-09,-2.74,-3.79,0.73
512400,2022-03-14,0.5,3.48,1.99
512400,2022-03-15,6.63,9.6,7.42
512400,2022-04-22,-4.1,0.19,0.0
512400,2022-04-25,4.07,9.27,8.04
512400,2022-04-26,13.16,8.63,12.21
512400,2022-06-22,4.85,2.1,6.06
512400,2022-07-12,-1.29,-0.08,0.16
512400,2022-08-19,0.66,1.23,-5.75
512400,2022-08-31,-1.45,3.17,0.34
512400,2022-09-01,2.85,3.29,-1.9
512400,2022-09-02,5.14,6.89,-1.22
512400,2022-09-19,3.97,-1.15,-8.03
512400,2022-10-10,2.11,4.51,0.58
512400,2022-12-20,-2.82,-0.19,-1.5
512400,2022-12-22,2.31,0.77,3.85
512400,2022-12-23,1.74,0.39,7.35
512400,2023-03-16,3.09,3.75,2.25
512400,2023-04-24,-2.0,-1.09,-3.09
512400,2023-06-21,0.4,1.1,2.61
512400,2023-06-26,0.61,3.74,4.14
512400,2023-08-16,-2.4,-4.1,-1.8
512400,2023-12-13,-0.92,-1.38,2.53
512400,2024-06-24,-1.26,3.14,2.72
512400,2024-07-22,-7.98,-5.91,-7.36
512400,2024-07-24,-0.33,2.74,-1.54
512400,2024-07-25,1.35,5.07,0.0
512400,2024-09-10,0.6,4.68,15.73
512400,2024-11-26,0.79,1.69,2.48
512400,2024-12-17,-1.5,-1.0,-4.1
512400,2025-04-07,6.65,10.18,12.54
512400,2025-08-01,3.31,6.04,10.09
512400,2025-10-20,1.4,5.64,4.31
515160,2021-02-26,2.11,-0.54,-3.4
515160,2021-06-16,0.82,1.78,4.18
515160,2021-07-27,1.2,3.82,5.87
515160,2022-01-06,-0.54,-1.23,-0.48
515160,2022-03-07,-1.65,-3.83,-2.48
515160,2022-03-08,-0.08,-7.28,-1.21
515160,2022-03-09,-0.85,-1.86,1.08
515160,2022-03-15,6.55,6.55,3.19
515160,2022-04-21,-5.45,-1.9,-1.57
515160,2022-09-26,-0.33,-3.18,0.24
515160,2022-10-10,1.09,3.53,-1.68
515160,2022-10-24,0.17,-3.25,4.45
515160,2022-10-31,3.8,7.96,7.78
515160,2023-10-23,1.44,3.51,4.95
515160,2023-12-15,-1.1,-0.46,2.02
515160,2024-08-06,-0.09,-0.18,-0.55
515160,2024-11-26,2.06,3.1,4.21
515160,2025-01-03,0.16,-1.13,0.88
515160,2025-04-07,3.69,4.53,5.12
510020,2010-05-07,0.97,1.46,-2.91
510020,2010-07-01,1.09,1.09,1.09
510020,2010-11-16,-0.47,-2.83,-4.25
510020,2010-11-17,0.96,-0.48,-2.4
510020,2011-05-09,-0.97,-0.49,-1.94
510020,2011-08-09,2.08,2.08,0.0
510020,2011-09-26,0.0,-1.12,2.23
510020,2011-10-10,2.82,3.39,1.13
510020,2011-12-14,-1.79,-2.38,-2.38
510020,2011-12-15,0.61,0.61,0.0
510020,2012-10-29,3.57,3.57,2.38
510020,2013-03-29,-0.05,0.33,-1.79
510020,2013-06-13,-1.51,-5.35,-13.49
510020,2013-06-14,-1.51,-5.24,-11.3
510020,2013-06-18,-3.96,-10.92,-10.86
510020,2013-06-19,-10.23,-12.06,-12.48
510020,2013-06-20,-7.31,-8.6,-7.19
510020,2013-06-21,-8.6,-6.39,-6.82
510020,2013-06-24,-1.98,0.46,-3.82
510020,2013-06-25,0.93,0.07,-3.11
510020,2013-06-26,2.56,-0.47,1.88
510020,2014-10-23,0.44,1.49,2.55
510020,2014-10-27,3.29,4.94,7.15
510020,2015-06-23,-9.28,-6.14,-9.48
510020,2015-06-29,-0.73,1.64,5.95
510020,2015-07-03,-1.36,14.98,11.02
510020,2015-08-24,-2.36,2.4,3.34
510020,2015-08-25,12.3,14.08,13.61
510020,2016-01-12,-2.46,0.94,-4.43
510020,2017-05-11,3.14,1.23,4.62
510020,2018-02-08,-2.52,-3.0,-2.76
510020,2018-02-09,2.05,4.51,4.29
510020,2018-03-30,-0.38,-0.19,-1.46
510020,2018-06-19,1.55,-1.91,-3.79
510020,2018-12-24,-1.79,-2.5,1.17
510020,2019-05-07,-0.15,-2.21,-1.91
510020,2019-05-09,0.49,2.61,-0.38
510020,2019-08-05,-0.44,-0.07,4.37
510020,2019-08-06,0.11,1.24,5.22
510020,2020-01-23,-3.31,-3.52,-1.18
510020,2020-03-16,-5.32,-5.39,-0.43
510020,2020-03-18,-2.45,2.52,1.97
510020,2020-03-19,2.92,4.16,5.28
510020,2021-03-09,3.08,2.24,0.19
510020,2021-06-17,0.59,1.28,1.59
510020,2021-11-18,0.7,-0.06,0.29
510020,2022-03-15,4.37,1.73,-0.77
510020,2022-08-03,2.28,2.11,2.84
510020,2022-09-22,0.14,-0.87,-2.21
510020,2022-10-24,-0.19,-0.46,3.86
510020,2022-10-25,0.58,1.38,2.81
510020,2023-05-31,1.79,0.26,2.13
510020,2023-12-05,-0.08,0.4,-1.98
510020,2024-08-06,0.11,-0.11,0.64
510020,2024-11-25,1.55,2.9,5.12
510020,2025-01-03,0.99,-0.46,0.16
510020,2025-01-13,1.9,1.3,1.3
510020,2025-11-18,-2.26,-1.93,-0.54
510190,2011-05-23,-1.69,-2.41,-1.77
510190,2011-05-25,-0.57,0.16,-0.98
510190,2011-07-25,-0.5,0.08,-6.87
510190,2011-08-22,4.35,3.17,-0.05
510190,2011-11-18,0.38,-0.14,0.0
510190,2012-03-21,-1.16,-3.26,-2.42
510190,2012-03-27,-1.79,0.05,2.22
510190,2012-03-29,3.36,3.56,3.8
510190,2012-07-11,-1.65,-1.22,-2.59
510190,2012-11-14,0.36,-0.1,-1.29
510190,2013-02-27,-1.93,0.44,-3.07
510190,2013-06-13,-0.52,-5.17,-7.58
510190,2013-06-26,2.0,1.05,1.63
510190,2013-12-20,-0.3,-0.05,-3.27
510190,2013-12-23,-0.1,0.99,-3.03
510190,2014-03-11,2.07,2.89,6.04
510190,2015-06-18,-2.45,-12.23,-25.09
510190,2015-06-23,-9.53,-9.7,-22.89
510190,2015-06-29,2.3,1.25,11.23
510190,2015-08-03,4.23,10.7,11.04
510190,2015-08-24,-10.05,-7.79,-6.53
510190,2015-08-25,4.18,0.46,3.89
510190,2016-01-27,-2.21,-1.67,1.82
510190,2016-01-28,3.85,4.56,7.55
510190,2016-05-10,0.25,2.02,0.32
510190,2018-02-07,-3.44,-2.33,0.14
510190,2018-02-08,-1.78,1.15,1.78
510190,2018-02-09,2.62,5.55,5.04
510190,2018-03-26,1.44,2.66,2.23
510190,2018-06-15,-4.11,-6.3,-4.46
510190,2018-06-19,-1.52,-3.09,-0.91
510190,2018-06-20,-2.55,-3.0,5.3
510190,2018-06-26,5.88,2.25,-1.81
510190,2018-08-06,0.1,-0.32,-0.71
510190,2019-01-03,3.14,3.25,5.14
510190,2019-04-25,-1.72,-6.91,-8.63
510190,2019-05-06,-1.22,0.06,-1.84
510190,2019-08-05,-0.86,-0.41,3.79
510190,2020-02-04,4.09,5.39,9.94
510190,2020-02-28,3.8,4.14,-0.55
510190,2020-03-16,-2.63,-4.91,-3.0
510190,2020-03-17,-0.37,-1.22,-2.87
510190,2021-03-08,-1.02,-1.46,-0.68
510190,2021-03-09,1.54,1.25,0.15
510190,2021-06-16,0.22,1.46,2.63
510190,2021-07-27,0.92,3.39,3.65
510190,2022-01-27,2.47,3.55,2.62
510190,2022-03-08,0.08,-7.36,-0.72
510190,2022-03-09,0.3,-2.53,0.57
510190,2022-08-02,0.79,1.59,2.55
510190,2022-09-19,-0.95,-2.78,-4.11
510190,2023-05-25,-1.26,-2.34,-0.73
510190,2023-08-18,-1.97,-0.81,0.92
510190,2023-10-23,0.95,2.14,3.64
510190,2023-12-05,-0.19,0.7,-1.23
510190,2024-04-12,2.59,2.16,3.53
510190,2024-06-12,-0.48,-0.24,-0.72
510190,2024-06-13,0.0,0.12,-0.48
510190,2025-01-03,0.27,-0.98,-0.33
510190,2025-01-13,0.96,1.21,0.99
512950,2019-04-25,-2.18,-7.77,-8.82
512950,2019-04-26,-6.65,-6.94,-5.98
512950,2019-04-29,-5.07,-6.93,-4.2
512950,2019-05-06,-1.45,0.1,-1.14
512950,2019-08-06,-0.21,0.64,4.69
512950,2019-09-27,0.0,1.12,-0.81
512950,2019-09-30,1.54,2.35,-0.2
512950,2020-01-23,-6.39,-4.43,-2.16
512950,2020-03-16,-2.77,-4.8,-3.95
512950,2020-03-23,2.13,0.9,3.14
512950,2021-03-08,-0.52,-1.21,1.3
512950,2021-03-09,2.83,1.94,1.59
512950,2021-03-10,1.06,3.01,0.09
512950,2021-10-12,-0.08,1.47,1.78
512950,2022-03-08,-0.57,-8.61,-3.25
512950,2022-03-09,-1.4,-4.53,-0.41
512950,2022-09-01,1.54,1.45,-0.77
512950,2022-09-05,1.72,3.0,-1.54
512950,2022-09-20,-0.35,-1.39,-3.92
512950,2022-09-30,1.26,2.52,2.16
512950,2022-12-22,1.4,0.53,3.15
512950,2023-09-21,0.82,1.06,0.41
512950,2023-10-20,-0.51,0.67,0.34
512950,2024-08-12,0.99,1.07,-0.66
512950,2024-08-22,-0.42,-1.25,-2.66
512950,2024-11-25,0.3,1.97,3.1
512950,2024-11-26,1.83,3.04,4.33
512950,2025-01-03,-0.3,-2.05,-0.3
512950,2025-01-06,-0.31,-1.84,-0.08
512950,2025-11-18,-2.14,-1.73,-1.11
512500,2015-08-03,5.65,16.38,19.25
512500,2015-08-24,-8.73,-7.55,-6.09
512500,2015-08-25,9.16,-3.54,2.9
512500,2015-08-26,4.7,-4.02,5.22
512500,2015-09-02,10.8,9.62,1.14
512500,2016-01-05,-5.03,-11.67,-10.76
512500,2016-01-11,-2.07,-4.43,-4.13
512500,2016-01-12,-2.32,1.02,-6.86
512500,2016-01-13,0.21,3.36,-7.62
512500,2016-01-26,-3.7,-1.98,2.6
512500,2016-01-27,-1.66,1.74,6.77
512500,2016-01-28,4.86,7.1,11.45
512500,2016-04-21,-0.35,-0.45,0.1
512500,2016-05-10,-1.65,-0.32,-0.72
512500,2016-05-11,1.34,-1.56,0.15
512500,2016-12-12,1.14,-0.26,-0.33
512500,2017-07-17,2.75,3.83,5.82
512500,2017-11-24,0.16,0.36,-2.21
512500,2017-11-27,0.46,0.46,-0.52
512500,2018-02-01,-4.7,-1.99,-3.38
512500,2018-02-02,-3.07,-5.09,-2.32
512500,2018-06-01,1.72,0.57,-2.8
512500,2018-06-19,-0.16,-0.47,0.59
512500,2018-08-02,-0.93,0.12,-1.09
512500,2018-08-06,3.48,4.52,-0.04
512500,2018-10-11,-4.64,-6.32,-1.55
512500,2018-10-12,-3.53,-3.53,-1.08
512500,2018-10-15,-3.8,3.56,-0.53
512500,2018-10-16,0.59,3.68,2.46
512500,2018-12-27,-1.06,2.9,3.04
512500,2019-04-29,-5.99,-7.32,-3.2
512500,2019-05-08,0.85,2.48,0.85
512500,2019-06-05,2.64,2.05,3.48
512500,2019-06-06,3.98,2.74,7.15
512500,2019-08-05,-2.17,-1.46,2.68
512500,2019-08-06,-1.03,0.21,4.58
512500,2019-08-07,1.29,1.16,5.46
512500,2020-02-04,6.6,7.23,13.16
512500,2020-03-16,-0.84,-3.77,-3.16
512500,2020-03-23,2.97,0.63,4.95
512500,2020-09-10,2.07,1.94,0.25
512500,2021-02-05,4.41,7.39,1.86
512500,2021-03-10,2.24,2.76,1.76
512500,2022-01-25,-2.64,-0.14,0.0
512500,2022-03-08,1.04,-7.42,-1.04
512500,2022-03-09,0.3,-2.37,1.4
512500,2022-04-11,1.27,0.54,-10.33
512500,2022-04-22,-4.98,-1.47,0.1
512500,2022-04-25,0.18,4.84,6.01
512500,2022-04-26,7.24,5.64,10.51
512500,2022-09-01,2.42,2.26,-2.82
512500,2022-09-16,0.22,-1.07,-4.22
512500,2022-09-19,0.73,-1.93,-4.79
512500,2022-12-21,-0.1,0.29,2.76
512500,2022-12-22,1.65,1.2,3.92
512500,2023-04-25,2.3,1.44,-0.43
512500,2023-06-26,0.95,2.62,1.83
512500,2023-09-21,0.79,1.38,0.49
512500,2023-10-23,2.03,4.8,5.88
512500,2023-12-18,-1.1,-1.58,0.21
512500,2024-01-22,5.96,2.94,-7.04
512500,2024-01-30,-5.35,0.12,6.39
512500,2024-01-31,-5.28,9.14,9.77
512500,2024-02-01,2.85,10.36,10.67
512500,2024-02-02,12.6,12.4,13.82
512500,2024-02-05,16.14,15.14,19.22
512500,2024-07-24,0.86,5.02,1.84
512500,2024-07-25,0.82,4.2,2.16
512500,2024-11-18,2.41,-1.81,1.69
512500,2024-11-26,2.79,4.14,5.2
512500,2025-01-03,0.47,-1.04,2.79
512500,2025-01-06,0.54,-0.77,3.46
512500,2025-11-20,-1.8,-1.68,-0.74
512500,2025-11-21,1.89,2.76,4.05
515800,2020-03-16,-3.32,-5.41,-2.09
515800,2020-03-17,-1.24,-2.6,-1.85
515800,2020-03-18,-2.9,2.53,-0.13
515800,2020-03-19,0.25,2.54,3.05
515800,2021-03-08,0.86,-0.77,-0.26
515800,2021-03-09,3.61,2.11,1.06
515800,2021-07-27,0.96,3.49,6.2
515800,2021-07-28,3.85,4.9,6.04
515800,2022-03-07,-2.43,-4.67,-2.89
515800,2022-03-08,0.77,-7.47,-0.48
515800,2022-03-09,-1.45,-2.61,1.06
515800,2022-04-21,-7.08,-3.23,-2.19
515800,2022-09-19,-0.82,-2.57,-5.76
515800,2022-09-30,-0.32,2.02,-0.43
515800,2022-10-10,1.53,4.58,-0.65
515800,2022-12-23,1.58,1.58,5.38
515800,2023-04-25,2.22,1.51,-0.5
515800,2023-09-21,0.75,0.75,0.0
515800,2023-10-20,-0.56,1.45,1.9
515800,2023-10-23,1.36,3.85,5.1
515800,2023-12-05,0.46,1.49,-1.49
515800,2023-12-15,-1.85,-1.04,1.62
515800,2023-12-18,-0.35,0.0,1.28
515800,2024-06-25,0.11,0.34,-0.57
515800,2024-07-08,2.45,2.45,3.38
