代码,名称,决策建议,现价,连跌天数,连跌%,周幅%,月幅%,年幅%,MA5偏离%,量比,成交额(万),日期
512560,军工ETF易方达,观察,0.929,0,0.0,12.47,24.36,44.93,4.81,1.07,7494.13,2026-01-08
512660,军工ETF,观察,1.505,0,0.0,12.31,23.87,42.92,4.83,1.41,89816.43,2026-01-08
512670,国防ETF,观察,0.996,0,0.0,12.54,25.44,42.69,5.4,0.83,24372.18,2026-01-08
512710,军工龙头ETF,观察,0.877,0,0.0,15.55,30.31,41.45,5.97,1.43,129736.06,2026-01-08
512630,卫星ETF广发,观察,1.67,0,0.0,23.7,56.07,,7.09,1.23,40225.72,2026-01-08
515630,保险证券ETF,放量下跌(风险),1.485,2,-4.55,2.2,5.54,9.68,-1.21,2.78,32392.88,2026-01-08
510650,金融地产ETF,放量下跌(风险),3.101,2,-2.96,0.36,2.55,14.05,-1.1,1.88,388.54,2026-01-08
512880,证券ETF,放量下跌(风险),1.233,2,-4.16,1.4,2.66,2.41,-1.08,1.51,484904.39,2026-01-08
512070,证券保险ETF,放量下跌(风险),0.953,2,-4.16,3.03,7.32,14.96,-1.02,1.68,144653.06,2026-01-08
512030,中证A50增强ETF易方达,放量下跌(风险),1.129,2,-1.83,1.26,3.48,,-0.48,1.81,196.12,2026-01-08
515090,可持续发展ETF,放量下跌(风险),1.379,2,-1.64,1.25,1.7,14.06,-0.27,3.92,110.32,2026-01-08
512390,平安MSCI低波ETF,放量下跌(风险),1.222,2,-0.81,0.99,2.52,12.21,-0.03,1.97,150.05,2026-01-08
